The Last Legion,81637385,140675790.5,60702160,6070216,10,7813,717,95,480,146,30830953
Need for Speed,70459998,145888304.3,69745867,3032429,23,19978,861,93,959,149,217014271
What Women Want,102668820,78239959.63,17944124,8972062,2,37118,13719,102,389,175,548708681
Ice Age,82852520,307176473.4,9269133,3089711,3,9409,2481,87,5065,1318,538200330
Dreamcatcher,93344125,98061256.69,9084176,1135522,8,1570,186,86,14629,6225,103935163
Lincoln,71560242,88777808.9,87384240,4854680,18,12339,670,117,2394,798,303077936
The Santa Clause 2,91278200,95039205.49,2248440,224844,10,352,35,116,694,262,242736910
Les Misérables,67156535,78945366.8,305373483,11310129,27,40260,1478,119,847,156,486400214
Step Brothers,76301010,134422644.3,29640940,1482047,20,2699,134,66,363,43,150380653
Due Date,75401023,233707593.9,116415572,4157699,28,6861,239,64,292,22,245669089
Unbroken,69392422,33281934.45,252991232,9730432,26,37629,1445,102,1540,297,174487713
Space Cowboys,95335333,203689068.7,6251648,480896,13,938,68,75,1977,321,189034026
The Kid,95335333,112637247.1,62391411,2310793,27,23013,827,120,11703,1166,102228811
World Trade Center,78912889,110667511.4,95750445,6383363,15,32940,2126,97,410,113,204103672
The Dictator,71560242,230545875.5,349280700,34928070,10,114614,10635,119,771,276,197483735
Annie,69392422,111579600.1,22341480,3723580,6,20627,2979,112,648,108,142864923
Focus,53432112,96293493.28,391764226,27983159,14,58388,4009,119,13938,1389,164202920
This Means War,71560242,156802496.4,51795936,2877552,18,7612,420,58,407,48,172817496
Blade: Trinity,86880235,129550541.1,1153098,192183,6,1125,161,118,971,311,172297362
Resident Evil: Retribution,71560242,177767415.9,239983139,21816649,11,73952,6191,116,321,112,264397759
Death Race,52823776,186623325.7,33520500,3352050,10,9058,832,93,1617,537,86586991
Zathura: A Space Adventure,84023438,334229464.3,15766068,2627678,6,958,143,35,36,7,83146364
We Are Marshall,81418061,192676973.5,9911840,619490,16,1965,116,61,1059,168,54544294
"I, Frankenstein",69392422,188749581.7,13146050,2629210,5,3086,577,103,374,125,75962916
Oliver Twist,64633414,107072562.4,7488768,624064,12,1492,120,56,136,48,54413199
Elektra,55584736,146347018.4,12661341,1151031,11,2374,199,72,659,101,73270463
Sin City: A Dame to Kill For,69392422,98765761.99,153195425,6127817,25,20364,793,103,1328,334,42070614
Everest,58658007,123258313.7,243984900,12199245,20,29817,1434,120,4482,1016,216957394
Perfume: The Story of a Murderer,62629277,154299613.9,22447170,2244717,10,2213,205,56,119,21,165567162
Austin Powers in Goldmember,88469640,144414397,8400,2100,4,1017,225,65,182,56,416587288
Astro Boy,76607439,161372608.1,8290970,829097,10,1630,152,45,116,16,51964673
天將雄師,69323099,46193989.98,375417,125139,3,88,23,38,109,250,129629613
Little Man,80165475,109160995,45506562,7584427,6,17200,2598,110,783,44,127256580
U-571,90935241,198246573.6,4659692,1164923,4,803,180,99,342,119,187248003
The Love Guru,72779425,169213143.1,6322648,1580662,4,2398,518,116,376,128,49089797
3000 Miles to Graceland,88458406,124124458.4,1237810,88415,14,253,18,100,154,66,26708981
The Hateful Eight,46926406,244597490.1,176211225,7048449,25,25064,988,96,1855,461,166119601
Hop,70814914,180215639.1,17953944,2244243,8,1874,233,115,1248,292,206772494
300,81418061,89772984.78,763799421,36371401,21,113890,5300,103,24368,8369,529355703
Meet the Fockers,106929520,149799761.6,1561772,390443,4,602,143,115,22914,4927,690554772
Marley & Me,70431701,90101359.49,159626954,2157121,74,64305,867,34,11,29,286518950
Chicken Little,193900243,192218814.1,3858085,551155,7,616,79,91,161,28,406457134
Gone Girl,65122120,104394205.6,42118351,3828941,11,8429,731,87,1438,340,394288132
The Bourne Identity,84256800,51242026.59,16527096,2065887,8,4393,512,120,2670,833,300563979
Daddy Day Care,82362463,143247225,4873603,696229,7,1842,258,70,171,8,225719639
2 Guns,66164073,100238988.1,37496923,1630301,23,3271,140,111,424,97,143110083
Cats & Dogs,85604909,194044561.1,542169651,180723217,3,629263,177960,1,0,0,133222854
The Italian Job,82362463,84839547.13,8394728,2098682,4,389,82,33,101,25,241692883
Two Weeks Notice,84256800,101807963.1,108529083,2782797,39,8609,217,119,1037,385,131096444
Couples Retreat,82500319,184354435.5,73206870,2440229,30,6804,226,28,27,5,202532203
Cheaper by the Dozen 2,77560097,201981086.1,13895840,731360,19,1017,52,116,1133,298,166989255
Maze Runner: The Scorch Trials,65057062,165253696.7,1226039462,26085946,47,131004,2736,11,5,1,331958382
Eat Pray Love,69600944,99089125.16,97809744,6113109,16,11092,658,120,1143,113,237332279
RED,67280913,103012497.2,1343154672,18654926,72,217019,2994,74,5393,1174,83132484
Collateral,86880235,176656933.7,11120040,926670,12,3264,259,91,268,63,291067890
The Scorpion King,84256800,193579607.6,2112111,2112111,1,1699,967,86,9771,1560,232174077
Ladder 49,80197140,111689002,17575588,764156,23,1176,51,116,860,271,99633862
Jack Reacher,66055608,136113442.6,344359269,12754047,27,44607,1610,66,669,83,240377012
Contagion,67442776,154847776.4,97898317,8899847,11,13545,1177,50,120,43,154614355
Coraline,70714559,415386267.5,83637527,1371107,61,39801,648,100,442,90,146846323
The Happening,70431701,124819012,422685285,7685187,55,72172,1295,100,2834,849,191813459
Man on Fire,93563330,165976494.4,18680076,1037782,18,692,37,69,2517,382,174153055
The Shaggy Dog,62629277,156978794.1,3094480,386810,8,764,86,86,294,56,76549155
Starsky & Hutch,80197140,134981894,1009241640,18349848,55,132853,2377,79,264,58,227584447
Hellboy,88216854,123314695.2,72026636,18006659,4,220926,45834,120,30882,6954,132751646
ParaNorman,66055608,212232470.9,31086252,3454028,9,9392,942,102,8099,1366,117952635
Paycheck,82362463,116238053.4,7818129,868681,9,260,28,116,10339,1337,132150314
The Tale of Despereaux,70431701,185304077.5,8475520,498560,17,651,38,96,345,62,59722731
Jack Ryan: Shadow Recruit,64054544,142395456.5,234982814,21362074,11,22827,1966,99,659,158,53965000
Joy,63990553,67716451.49,180172750,18017275,10,42243,4209,101,47047,24634,107860406
London Has Fallen,63169352,174943228.1,155489730,15548973,10,46218,4262,21,17,0,216622917
Shooter,74326574,143514847.9,0,2537199,0,3289,3403,97,1038,334,116603769
The Boxtrolls,64054544,211385435.3,27851560,3481445,8,9867,1211,100,2305,402,115571233
The Lego Movie,64054544,203105441.3,947318587,49858873,19,226382,11451,99,61849,6480,500864568
Reign of Fire,84256800,120843492.6,22295143,1715011,13,1749,130,2,0,0,60471080
Gangster Squad,65079417,140119559.9,97440436,2376596,41,7967,193,112,1131,321,114106890
Year One,70714559,146552360.2,12675288,1056274,12,1729,143,107,17281,2687,73493524
Invictus,70714559,99364643.43,40524330,1842015,22,3348,148,52,443,102,144062023
State of Play,70714559,121575211.8,2797984,349748,8,471,56,119,15270,3584,103460343
Duplicity,92101768,81145272.94,5254004,375286,14,711,50,119,5317,2828,70714559
The Sentinel,75155133,115136569.3,8837376,552336,16,851,51,116,2218,987,97601899
Planet 51,82500319,123646948.1,13630419,1514491,9,2475,267,116,186,81,123686559
Star Trek: Nemesis,84256800,178122489.4,2155241,195931,11,467,39,108,815,187,94526055
Intolerable Cruelty,82362463,87073814.68,3215575,292325,11,358,30,119,2670,1570,164643683
Edge of Darkness,92801259,142270470,20204880,1683740,12,1637,130,119,1025,635,86886732
Analyze That,84256800,92794070.46,7919390,416810,19,1152,60,113,208,48,77239802
Righteous Kill,70431701,146265156.7,6449168,403073,16,161,10,99,297,119,85896819
The Soloist,70714559,156999597.5,7954614,441923,18,182,10,117,9542,1857,37384617
The Legend of Bagger Vance,117335795,130528528.4,5930177,539107,11,375,33,64,98,20,57875040
Almost Famous,88001846,90400952,120379506,3086654,39,12353,311,118,8244,2548,69497535
xXx: State of the Union,77560097,134711008,765018,127503,6,729,108,92,70,17,91875018
Priest,67442776,232684910.2,33675840,3367584,10,4534,443,113,313,104,88023086
Dragonfly,84256800,144703632.3,26713568,1908112,14,3110,211,120,6704,2917,73475300
The Black Dahlia,62629277,146226538.1,8054595,536973,15,1848,118,80,670,198,61515982
Flyboys,75155133,77708523.02,16362080,818104,20,1918,93,100,1356,211,22296023
The Last Castle,102725890,95907427.98,5158867,736981,7,537,75,116,762,201,39439190
Supernova,132002769,118419807.9,18609514,1329251,14,4899,346,91,961,173,21748308
Winter's Tale,64054544,130886267.3,139932943,6084041,23,12747,549,116,2410,656,32881579
The Mortal Instruments: City of Bones,65079417,231307703.8,487992846,14787662,33,76604,2269,98,148,58,98232413
Meet Dave,70431701,111115016.2,2112242,192022,11,465,42,110,164,78,59456187
Dark Water,38780049,113072480.4,12661440,791340,16,1716,101,98,1852,852,32928259
Inkheart,70431701,185686090.6,13272165,698535,19,1762,92,114,963,484,67485747
The Spirit,70431701,197651516.8,4535790,907158,5,1357,258,25,90,7,45817391
Mortdecai,63990553,169889208.1,213633112,9710596,22,27494,1219,120,1864,764,32441675
西游记之孙悟空三打白骨精,72107815,7217986.273,916164,229041,4,330,74,27,0,0,203907675
The Great Raid,103413463,137931949,4201288,300092,14,341,24,80,246,64,13141915
Deadpool,61063707,142184443.2,2352633998,61911421,38,719784,18645,106,1930,579,824478986
American Sniper,62773453,119928668.4,205837850,20583785,10,65415,6135,93,5296,1600,578954243
Goosebumps,61857535,64873196.2,335496551,25807427,13,91963,6861,120,2630,385,168682072
Just Like Heaven,74974760,102399244.3,5036811,387447,13,551,42,45,77,9,132956661
The Flintstones in Viva Rock Vegas,121735887,75330285.33,1933631,276233,7,894,115,30,114,45,87221966
Leatherheads,68083978,195558518,31005288,1722516,18,9109,501,11,11,5,48479891
Did You Hear About the Morgans?,68357407,117161850,17579560,925240,19,1818,92,72,45,24,100509255
The Internship,62910103,63067810.56,230316205,7429555,31,26722,842,114,2146,467,47724905
Resident Evil: Afterlife,69600944,111486172.4,195331878,21703542,9,32187,3439,117,576,172,348269303
Red Tails,63853754,157358001.5,134810195,10370015,13,29213,2241,111,2504,699,55448593
That's My Boy,77064876,146757549.8,1615165,323033,5,3226,546,120,8705,506,63918012
After the Sunset,80197140,147676121.4,6116922,679658,9,545,60,93,1154,302,81998631
Ghost Rider: Spirit of Vengeance,64070637,134784289.4,31306674,2236191,14,9271,657,77,123,79,167727210
Captain Corelli's Mandolin,81324663,130243150.7,1640112,136676,12,474,37,107,346,94,88619478
The Pacifier,72389424,68448420.13,22380190,2238019,10,2758,266,104,2005,426,146080410
Walking Tall,74850664,122915342.5,5181939,575771,9,1265,134,19,37,8,76486539
Alvin and the Chipmunks,73108106,127249777.2,1976655,658885,3,8660,2821,37,153,35,440313834
Hitch,90486780,140387158.5,53499722,1844818,29,4515,154,120,6686,1387,475831738
American Wedding,75498925,174505662.6,1190882,170126,7,553,78,118,452,95,317712108
Captain Phillips,59656132,109200147.1,117320060,6901180,17,21355,1216,105,1322,231,103042409
Date Night,63800866,223729823.1,591028196,12575068,47,322196,6723,96,3791,1386,176628497
The Equalizer,58716665,150611501.4,441715692,20077986,22,56634,2541,64,797,793,205327628
Maid in Manhattan,77235400,130151691.7,27851785,2142445,13,1992,146,114,10612,1577,217532370
The Pursuit of Happyness,68892205,121935121.3,82702242,3063046,27,17033,623,108,5347,1040,384640581
Flightplan,71096756,182598153.4,27870625,1466875,19,2801,146,119,2353,611,288765677
Kill Bill: Vol. 1,41181232,147299424.1,23111077,2101007,11,7312,626,96,1186,370,248390089
Kill Bill: Vol. 2,40098570,217390458.1,55284336,3071352,18,16261,895,84,380,105,203379228
Shanghai Noon,80668359,105777697.7,2399838,114278,21,263,12,115,1407,401,83502466
Mr. Popper's Penguins,61822544,146286032.6,7134768,891846,8,2463,274,113,1072,261,210603279
The Forbidden Kingdom,64562393,91248686.05,3219797,459971,7,1256,176,96,404,130,150144685
Free Birds,59656132,121463768,23905845,2656205,9,7737,856,111,1510,193,119312264
Paddington,58716665,147829984.8,83781090,9309010,9,16940,1828,119,4884,1247,276723345
The Watch,74863022,137978371.8,10616947,965177,11,2279,197,114,5189,1269,75157919
The Hunted,75498925,279415784.5,4340112,542514,8,865,104,99,4097,1734,46993287
Stuck on You,75498925,81997369.42,802755,53517,15,169,11,91,6293,1310,46436393
The Pirates! In an Adventure with Scientists!,66055608,267592629.3,9424256,554368,17,2082,122,71,18,18,130281873
Changeling,64562393,125100751.5,12906000,717000,18,1803,96,79,507,152,132670147
The Phantom of the Opera,93563330,127880156,122710914,2079846,59,13971,235,39,154,56,206706642
Elizabeth: The Golden Age,67015764,157416578.3,48494565,2309265,21,6680,314,96,266,45,90456127
Æon Flux,80145434,77284824.22,9603140,960314,10,1593,151,118,3448,1028,67611723
Gods and Generals,76871632,100599436.6,13075549,450881,29,1405,47,111,182,63,17740787
Muppets Most Wanted,53378787,138983668.5,54366723,6040747,9,14034,1485,119,3843,2107,85815250
Thunderbirds,76187283,65274950.05,1741670,248810,7,788,101,118,2228,608,37804447
Burlesque,63800866,96013137.15,120716652,5748412,21,10363,474,86,437,76,103844346
D-Tox,77235400,158088788.1,2640190,264019,10,323,31,117,412,271,9010285
Blade II,75831120,101776446.7,13141330,1314133,10,2828,279,117,609,190,217677487
Seven Pounds,64562393,158491974.7,47916232,1711294,28,4954,174,113,817,236,197405609
Bullet to the Head,59656132,133504812.9,54231552,4519296,12,9132,725,112,428,892,10293209
Elizabethtown,73682092,191813400.1,28011152,1077352,26,900,34,113,601,403,67263851
"You, Me and Dupree",67639620,98783823.64,5670696,472558,12,588,49,118,253,38,163376446
Gigli,74126217,139929986.9,47180100,3931675,12,16717,1369,103,325,128,9974381
All the King's Men,68892205,107604718,685286,97898,7,46,6,103,1089,453,11838057
Shaft,67468082,130042604.9,355440012,10454118,34,86277,2514,58,273,44,157224829
Moulin Rouge!,74904295,34370078.14,2956457,422351,7,1263,160,120,12269,2461,255692494
Domestic Disturbance,107006136,114289299.5,1127896,140987,8,129,16,105,583,158,77400098
Black Mass,56524989,97190234.29,506275112,18081254,28,57515,2039,39,136,56,105411502
Flags of Our Fathers,112732699,108199995.8,7304696,1043528,7,2055,287,119,9697,2238,82545699
Law Abiding Citizen,62464528,148944944.7,124467772,4787222,26,9602,362,103,4713,1468,149314648
Grindhouse,81637385,104743991.1,4725000,525000,9,1471,157,117,1962,555,30507887
Catch Me If You Can,73022560,78275212.75,155519550,5183985,30,67472,2247,99,538,104,494467085
Zero Dark Thirty,44037072,143890131.5,26684163,2964907,9,4939,513,120,7039,2008,146225885
The Break-Up,65134448,122076849.6,30397700,1519885,20,23569,1146,102,11224,3322,256779644
Mamma Mia!,61040808,164097199.2,33718320,2809860,12,8560,703,119,11541,3059,715869733
Valentine's Day,60320818,168743483.9,28977360,1448868,20,6682,331,108,730,150,251126766
The Dukes of Hazzard,64633414,81896557.93,120095968,3752999,32,17825,549,100,2377,1100,143232398
The Change-Up,58450405,126202096.5,83306780,4165339,20,8748,421,106,291,78,84809781
From Paris with Love,60320818,42620362.04,3463176,865794,4,1109,253,117,3178,1304,61279680
"Me, Myself & Irene",74801569,121520503.3,17790706856,523256084,34,3910978,111827,40,37,15,218935391
Barnyard,63881863,171018516.6,1154960,288740,4,1752,394,93,1400,928,91161924
The Twilight Saga: New Moon,58928800,381288455.7,384701040,64116840,6,262793,37768,67,27,31,836585604
Shrek,85604909,375875870.2,13309389,4436463,3,15656,4733,120,4974,974,691130114
The Adjustment Bureau,56427122,94432712.48,167714850,7291950,23,13410,561,116,708,231,143731097
Ted,55046340,100506499.8,903031262,53119486,17,184324,10255,113,658,233,604814299
Anchorman 2: The Legend Continues,54232847,166949570.6,54646768,6830846,8,16350,1824,62,76,111,188349610
Mr. Deeds,70214000,145308980.1,5048016,1262004,4,508,107,119,1769,357,240510382
Super 8,56202313,98144665.43,125887488,10490624,12,11771,942,110,1233,304,292359921
Erin Brockovich,76268267,165738952,2323890,258210,9,345,37,98,3427,2914,375872438
How to Lose a Guy in 10 Days,68635386,90352196.76,128503456,4015733,32,5932,183,112,8928,2908,243479146
22 Jump Street,53378787,190521272.4,527419816,18836422,28,114330,3989,112,2774,1127,201175694
Yes Man,82170318,109459842.8,457664,28604,16,6004,355,88,7948,2187,265282151
Central Intelligence,52641126,110647023.8,631447648,19732739,32,97659,2986,97,897,265,228433581
Daddy's Home,53325461,147776690.3,451847322,23781438,19,90896,4568,54,903,81,258933654
Into the Woods,53378787,140011999.1,356492592,18762768,19,60509,3052,119,2328,499,227289405
Inside Man,56366350,82884763.7,23129200,1445575,16,2746,167,108,4649,2774,230947031
We Bought a Zoo,56202313,162797154.7,25058600,894950,28,4320,151,72,17615,4611,134977544
Knowing,58928800,127904587.9,61881915,4125461,15,7853,500,98,126,45,183205350
Failure to Launch,62629277,161068591.9,23095590,1539706,15,2509,157,110,4842,1927,111123367
The Ring Two,64633414,125048562.9,41843008,2615188,16,8401,497,1,0,0,208703283
"Crazy, Stupid, Love.",56202313,105805271.9,137845775,5513831,25,16636,656,111,3987,707,160571354
Garfield,66830950,156943756.3,2275280,568820,4,3162,682,107,6532,1142,268399157
Moneyball,56202313,145114201.3,41141280,2571330,16,4616,276,86,237,68,123876885
Non-Stop,53378787,157079226.6,326143704,13589321,24,29697,1192,97,1692,309,237866121
Race to Witch Mountain,58928800,104650307.6,42685080,1778545,24,3466,141,116,1228,259,125287328
V for Vendetta,67639620,133898141.6,153960912,7331472,21,21564,1006,77,459,75,165981407
Shanghai Knights,68635386,110041643.4,8963760,344760,26,26,1,100,400,112,121242332
Curious George,62629277,202136120.6,2434068,405678,6,780,127,96,1769,434,87474080
Herbie Fully Loaded,64633414,116192818.5,5720232,476686,12,1018,82,0,0,0,85318697
Don't Say a Word,71337424,163142452.4,6577470,657747,10,836,81,32,568,197,142703514
Hansel & Gretel: Witch Hunters,54232847,109764369.2,22563012,5640753,4,9702,2172,60,17,20,243834650
Unfaithful,70214000,187386974.6,109689052,109689052,1,49605,29386,59,293,58,167302807
I Am Number Four,56202313,135666219.6,81312098,5808007,14,29265,1953,41,291,39,162416625
Syriana,64633414,127755068.1,2362255,337465,7,561,71,78,360,122,121510819
13 Hours: The Secret Soldiers of Benghazi,52641126,90452595.73,86194515,7835865,11,19673,1710,111,2648,1109,73077854
The Book of Life,53378787,131082589,22236536,2779567,8,17143,2069,80,5203,1328,104021490
Firewall,56366350,129414610.2,5398168,674771,8,514,61,103,701,396,103714083
Silent Hill,62629277,84939294.63,166022120,8301106,20,25996,1283,100,1178,271,122261685
American Reunion,55046340,142780342.6,142919627,4928263,29,10385,349,2,0,0,258706330
Into the Storm,53378787,123183269.2,103181529,9380139,11,23215,2058,35,1038,275,171455005
The Judge,53378787,174498888.6,241776380,7111070,34,25558,747,30,63,7,89376787
Resident Evil: Apocalypse,60147855,46004277.86,37981073,1651351,23,5795,248,2,2,1,172951596
Bridget Jones: The Edge of Reason,66830950,145535564.8,841652,120236,7,354,46,0,0,0,53736121
Out of Time,68635386,127778181.8,15832457,931321,17,1428,80,93,2463,849,76179188
The Adventures of Sharkboy and Lavagirl,64633414,165604433.3,698220678,116370113,6,272631,42464,20,389,85,89744744
The Beach,58667897,143509608,26742495,2057115,13,3614,271,94,254,81,211287846
Raising Helen,66830950,113794458.9,279414,4902,57,3063,53,20,230,54,66454840
Ninja Assassin,47143040,111912398.6,49797336,4149778,12,8244,636,83,1073,510,71259471
Marmaduke,58000787,189221881.2,1879188,939594,2,1075,426,84,971,422,97165057
Hereafter,58000787,114665592.9,49018008,6127251,8,12792,1492,80,1408,496,122030912
Murder by Numbers,70214000,57423791.15,14164512,590188,24,782,32,90,1233,189,79642542
Hannibal Rising,60923422,150993322.7,11825112,985426,12,4690,371,4,1,0,100121410
The Host,47724905,105124344.5,86734380,5782292,15,21807,1396,21,162,29,68688288
Basic,68635386,147910495.9,1575400,315080,5,223,39,117,917,117,58741679
Blood Work,70214000,130136207.6,585654,97609,6,164,24,97,826,228,36791458
The International,58928800,57547105.33,10014543,1112727,9,876,91,104,3946,1312,70904771
The Life Aquatic with Steve Zissou,66830950,150589604.2,13169565,693135,19,1672,87,100,231,53,46525573
Free State of Jones,52641126,117110504,90422235,6028149,15,10630,705,50,393,43,26358412
The Life of David Gale,68635386,26531734.44,25084020,1672268,15,1949,129,2,4,0,53474650
Run All Night,53325461,146881234.1,201909246,9177693,22,18731,847,58,354,105,76321153
Eastern Promises,62751124,183849318.4,15644916,1117494,14,1379,98,77,1199,483,67152666
Into the Blue,64633414,124930318.9,43548216,3629018,12,10608,818,74,16437,2349,57438990
Your Highness,56089908,124765493.2,98019977,5765881,17,8970,506,114,1145,452,29361929
Dream House,56202313,133449509.5,37735965,4192885,9,3875,389,113,109,18,43278411
Fair Game,25520346,108387242.1,4480308,640044,7,609,79,116,6513,1672,28059530
Domino,64633414,112280150.7,11268216,1408527,8,1761,199,80,796,227,29659630
Gamer,58928800,105957313.5,33738380,2595260,13,4557,345,104,4047,2039,48119537
Beautiful Creatures,65079417,120585548.3,138300791,7278989,19,25213,1322,30,23,6,65135968
Zoolander 2,52641126,76955399.82,402657476,30973652,13,128631,9317,88,1772,803,58925424
The Big Bounce,66830950,118099327.5,1248384,156048,8,176,22,1,0,0,9100437
Drive Angry,56202313,65612959.46,2751372,917124,3,1232,313,2,0,0,32520233
Street Fighter: The Legend of Chun-Li,58928800,86892198.21,104442,52221,2,128,43,0,0,0,15043581
The One,69910675,184866441.4,11130938,856226,13,804,60,110,2243,357,103724614
The Boat That Rocked,58928800,155535148.6,28702454,775742,37,2087,56,81,1055,449,42839804
Traffic,70401477,175091295.3,2065014,295002,7,596,85,115,2956,677,304362781
Chappie,52258952,78951147.99,510736380,24320780,21,74231,3508,72,642,87,111343081
Panic Room,67405440,80515119.28,583477360,14586934,40,84176,2072,17,65,11,275796961
Child 44,53325461,149901230.4,96600975,6440065,15,15601,983,1,16,3,3545429
Rat Race,68483927,129718039.6,40636456,1451302,28,9324,327,67,95,25,121984903
K-PAX,68483927,93724846.52,9119502,506639,18,1172,65,4,6,5,71787049
Bedazzled,70401477,95898670.13,7994410,799441,10,1664,162,104,1635,264,132564819
3:10 to Yuma,67015764,95856013.99,9224443,485497,19,860,45,2,0,1,85312554
Taken 3,51243635,110304534.8,743567970,24785599,30,77613,2535,58,343,45,347785666
Riding in Cars with Boys,68483927,122106724.3,2585786,369398,7,658,94,40,34643,4617,50996710
Happily N'Ever After,58871521,185924916.1,2151810,239090,9,2111,221,5,25,13,47705695
Insomnia,64596880,89288946.27,5183200,235600,22,818,36,106,2341,581,159687461
Jonah Hex,54520740,135196984.1,120877744,9298288,13,30555,2281,29,77,19,12225406
The Infiltrator,26320563,160077567.1,102012935,4435345,23,11650,488,1,0,0,16252219
Taken 2,49541706,84746944.11,63347900,2262425,28,7628,268,43,526,70,414104043
Scary Movie 3,65889971,112705039.3,555356322,92559387,6,226373,36995,10,6,0,302919828
Miss Congeniality,66001385,128519057.9,63058309,2034139,31,9623,307,82,8922,2635,310939856
Journey to the Center of the Earth,52823776,123945629.5,8374240,1046780,8,2903,345,61,1349,378,119384152
The Princess Diaries 2: Royal Engagement,53464760,190894827.6,15586464,974154,16,5176,305,1,0,0,127178543
The Bucket List,54831079,104817403.1,35638281,1875699,19,4408,227,11,6,2,213685857
Monster-in-Law,55584736,115919327.6,47249526,1629294,29,7709,257,28,1780,346,200040311
Prisoners,49894219,104334998.3,355005583,11451793,31,35261,1121,79,295,210,132465559
Training Day,64203681,103108675.7,9713592,1214199,8,4685,575,120,2102,338,149632006
Scary Movie 2,64203681,102980239.9,122884479,13653831,9,45483,4575,15,11,1,201486387
The Muppets,50582082,137871481.7,72895824,4049768,18,9333,518,62,524,89,185674724
Coach Carter,38780049,157708315.7,102269908,3933458,26,11554,438,22,28,2,99108627
Changing Lanes,63192600,149941876.1,3613275,401475,9,266,29,4,0,0,133316394
Coyote Ugly,66001385,173343370.2,6305054,900722,7,171,24,35,40,9,167081000
Love Actually,54908309,182961583.1,281999784,6409086,44,33927,756,76,243,59,336219726
From Hell,49936197,195697666.3,13788672,861792,16,2404,147,25,135,48,106375677
Kicking & Screaming,58170073,90325477.34,1178633824,36832307,32,185706,5690,0,0,0,72480470
The Hitchhiker's Guide to the Galaxy,64633414,240472577.9,75399350,2899975,26,9324,352,41,1774,634,135055935
Resident Evil: Extinction,54831079,133426650.7,821490,136915,6,1181,196,3,2,0,180835416
Blended,42703029,146940335.9,154787820,12898985,12,38902,3021,112,330,85,131839848
Last Holiday,56366350,119713562.9,37920176,1354292,28,4328,150,7,4,3,48099236
Savages,49541706,177591345.4,21999225,1466615,15,3226,215,111,569,89,91339660
Cellular,33415475,58809015.94,10697097,629241,17,1133,66,83,169,84,75415636
Johnny English,54908309,150132673.9,1026650679,16830339,61,276354,4522,70,3961,1690,220433548
The Ant Bully,62629277,143751549,2148244,537061,4,1314,327,0,0,0,69119085
Revolutionary Road,41085159,188494466.2,126199406,3321037,38,5215,134,7,4,0,88304559
16 Blocks,68892205,97490382.21,3517092,390788,9,579,60,1,0,0,82250680
Babylon A.D.,82170318,107816833,6372081,708009,9,897,91,21,35,14,84645532
Aliens in the Attic,53035920,148966953.2,639614,319807,2,678,239,20,55,24,68217223
The Pledge,49936197,130323948.4,4568879,652697,7,972,136,118,817,236,41946405
The Producers,58170073,65700470.59,21949408,685919,32,2048,63,30,187,22,49196803
The Ghost Writer,52200708,88900859.28,1844037,204893,9,319,33,21,34,7,69858814
Miracle at St. Anna,52823776,126037184.4,8406900,1401150,6,3918,619,21,148,77,10944890
Bangkok Dangerous,52823776,14254149.17,1701637,243091,7,49,7,2,1,0,49874319
Big Trouble,56171200,115130842.8,1000410,100041,10,124,12,16,14,0,11927800
Love in the Time of Cholera,54831079,110208697.6,4054919,368629,11,1041,91,6,4,1,5614225
Johnny English Reborn,50582082,102816649.6,1139717280,18995288,60,283883,4726,2,0,0,179935736
Foodfight!,71560242,149184848.9,0,1469924,0,8376,9475,59,79,15,81145
Argo,48991242,136070776.8,14560696,1820087,8,4422,528,91,548,221,255771858
The Bounty Hunter,46400630,93115008.24,6847710,1369542,5,2949,540,2,0,0,157762140
Underworld: Evolution,62629277,165239732.6,149593556,5342627,28,10349,362,0,0,0,139463878
Victor Frankenstein,42660369,203921837.6,184695208,10864424,17,37615,2095,6,3,2,36503729
Finding Forrester,63067990,180156760.4,9392857,552521,17,1012,59,0,0,0,117408783
Unleashed,58170073,138877931.7,33441460,3344146,10,19334,1888,119,1816,259,65759474
The Sweetest Thing,60384040,126141483,5397280,1349320,4,208,49,34,40,5,96469500
Charlie St. Cloud,51040693,82763225.5,506902635,11264503,45,49706,1097,2,1,0,55901975
The Mechanic,44961850,95912087.19,461389392,19224558,24,42202,1737,14,19,2,57405950
21 Jump Street,46238925,149234130.7,30223510,3022351,10,12976,1275,36,972,226,221930689
Chicken Run,66001385,110064343.7,10028730,2005746,5,3495,614,45,2069,417,329764278
Along Came Polly,56137998,134301700.7,6039850,603985,10,931,91,0,0,0,229849530
The Heat,46640248,145717967.7,128491704,5840532,22,16984,750,29,51,17,172107051
High Crimes,58979760,98920229.32,2969150,296915,10,31,3,47,49,32,89567520
The Mothman Prophecies,44936960,85022571.48,4633974,514886,9,1419,144,0,0,0,77456629
Red Riding Hood,47209943,156901065.1,58519485,11703897,5,20499,3816,52,81,23,100222395
15 Minutes,85604909,89578951.18,5787108,321506,18,1068,59,40,42,8,80411516
Lord of War,54292068,106765430.2,112978008,3423576,33,20618,609,12,10,1,31189365
英雄,43532680,91641274.73,3971286,220627,18,551,30,43,399,166,249111452
One for the Money,44037072,147577935.6,39342810,3026370,13,1445,108,4,384,12,40617286
The Interview,46973332,75744312.98,181355510,12953965,14,37054,2474,44,739,231,13176694
The Warrior's Way,48720661,134651046,1617408,269568,6,643,99,3,0,1,12861755
Micmacs à tire-larigot,38893008,170043576.6,11132075,445283,25,766,30,0,0,0,16500064
